GRADUATION_YEAR;SCORE_NEM;GRADE_PERCENTILE;SCORE_RANKING;AVERAGE_MATH_LANG;GENDER;HOW_MANY_WORK;HOW_MANY_STUDY;INCOME_PERCENTILE;MOTHER_EDUCATION;FATHER_EDUCATION;PREVIOUS_ADMISSION;SCHOOL_TYPE;SCHOOL_DEPENDENCY;WORK;RURAL
2020;605;3;605;421.0;2;1;1;2;5;5;0;0;0;0;0
1998;535;6;536;629.0;1;2;1;3;6;5;1;1;0;1;0
2020;722;1;850;0.0;2;1;1;8;7;7;0;0;0;0;0
1987;449;4;450;361.0;2;1;1;3;6;6;0;0;1;0;0
2020;598;4;608;407.5;1;1;1;5;7;7;0;0;0;0;0
1986;449;10;453;485.0;1;2;1;10;11;11;0;0;1;1;0
1987;609;1;643;606.5;1;2;1;8;4;4;1;0;0;1;0
1987;405;8;422;432.5;1;1;1;6;4;4;0;1;1;0;1
2020;497;5;497;0.0;1;1;1;2;7;7;0;1;1;0;1
1983;433;9;433;557.5;1;1;1;6;5;5;0;0;1;1;0
2020;569;2;580;0.0;2;1;2;4;5;5;0;0;0;0;1
2020;785;1;847;437.5;2;1;2;2;4;4;0;0;0;0;1
1989;423;6;423;342.5;2;1;3;3;5;5;0;0;1;0;1
2020;599;2;605;434.0;2;1;1;6;7;7;0;0;0;1;1
1987;403;10;403;420.0;2;1;2;1;4;4;1;0;1;1;0
2000;609;6;615;0.0;1;1;1;3;6;4;1;0;1;1;1
2020;562;7;578;385.5;2;2;2;9;5;1;0;0;1;0;0
1990;517;3;530;363.0;2;1;1;7;11;4;1;0;0;0;0
1993;444;6;444;242.0;2;1;1;5;4;4;0;0;0;1;1
1986;559;5;571;397.0;2;1;1;5;6;6;0;0;0;0;1
2020;722;1;850;0.0;2;1;2;8;5;5;0;0;1;1;0
1997;678;1;701;492.5;2;1;1;1;7;7;1;0;1;1;0
1987;717;1;786;609.0;1;1;1;5;6;6;1;0;1;0;0
1993;684;5;678;150.0;2;2;1;10;6;11;1;0;1;1;1
2020;775;1;850;0.0;2;1;1;2;7;7;0;0;1;0;0
1984;474;1;474;442.0;1;1;1;6;6;6;0;1;1;1;1
1986;592;5;592;422.0;2;1;1;6;7;7;0;0;0;1;0
2020;743;1;844;326.0;2;1;2;6;1;1;0;0;0;0;1
1990;571;3;571;527.5;2;1;2;2;7;5;1;1;1;0;0
2020;775;1;850;367.5;2;2;1;10;4;1;0;0;1;0;1
2020;527;2;531;0.0;2;1;1;2;6;6;0;0;1;0;1
2020;658;1;850;306.5;2;1;1;4;5;6;0;0;0;1;0
1985;519;7;569;535.5;1;1;1;2;6;6;1;1;1;0;1
1984;506;6;506;626.5;1;1;1;6;5;5;1;0;0;0;1
1987;771;1;812;603.0;1;1;2;6;6;6;1;0;0;1;0
2020;605;2;683;0.0;2;1;1;7;7;7;0;0;0;1;0
2000;559;7;559;497.5;2;1;1;2;11;11;1;0;1;1;0
1984;743;1;795;638.0;1;1;1;10;6;6;1;0;1;1;0
2007;541;2;565;477.5;2;1;1;5;5;1;0;0;1;0;1
2000;499;2;499;593.0;1;1;1;3;4;4;1;0;0;1;0
1992;517;4;552;0.0;2;2;1;9;10;11;1;0;1;0;0
2020;637;3;711;295.0;1;1;1;1;5;7;0;0;0;0;1
2020;476;2;490;269.0;1;1;1;1;5;5;0;0;0;0;1
1995;421;9;421;467.0;2;2;2;10;7;6;1;0;1;1;0
1995;717;3;716;0.0;2;2;1;10;6;6;1;0;1;1;0
2020;775;1;845;0.0;2;1;1;2;1;1;0;0;0;0;0
2020;594;1;692;441.5;1;1;1;1;5;7;0;0;0;0;1
2020;435;7;435;232.5;1;1;1;1;7;7;0;1;0;0;1
2020;506;3;506;0.0;1;2;1;4;4;4;0;0;1;1;1
1988;544;9;544;0.0;1;1;1;1;5;11;1;0;1;0;0
1995;414;10;415;417.0;2;1;1;8;11;6;0;0;0;0;0
2020;690;1;743;320.0;2;1;1;5;7;1;0;0;0;1;1
1988;539;4;539;467.0;2;1;2;4;9;5;0;1;0;0;0
1987;329;10;329;382.0;2;1;1;3;1;2;0;0;0;0;1
1988;732;3;745;742.0;1;1;1;8;12;11;1;0;1;1;0
2020;541;1;602;391.5;1;1;1;1;1;1;0;0;1;0;1
2020;722;1;850;398.5;2;1;2;9;7;5;0;0;0;0;0
2020;754;1;850;401.5;2;1;1;9;4;6;0;0;0;0;1
1997;775;1;808;758.0;1;1;1;9;11;6;1;0;1;1;0
1985;577;3;620;639.5;1;1;3;10;5;5;1;0;1;1;1
1990;479;9;482;467.5;1;1;1;6;5;8;1;0;1;0;0
1986;559;3;564;548.5;2;1;1;2;6;6;0;0;0;1;1
2020;620;2;666;0.0;2;1;1;4;5;5;0;0;1;0;0
1990;338;8;338;318.0;2;2;2;5;4;4;0;0;0;0;0
2020;732;1;770;367.5;2;1;1;8;6;6;0;0;0;1;0
1997;555;5;558;615.5;1;1;1;1;9;7;1;0;0;1;1
1984;592;5;589;0.0;2;1;1;10;6;6;1;0;1;1;1
2020;690;1;795;0.0;2;1;1;3;7;7;0;0;0;0;0
1998;656;2;678;589.5;2;1;1;5;8;12;1;0;0;0;0
2020;562;2;620;0.0;2;1;1;8;7;7;0;0;0;1;0
2020;785;1;850;0.0;1;1;1;7;5;9;0;0;1;1;1
2020;582;1;791;419.5;1;1;1;1;7;7;0;1;1;0;1
2020;732;1;850;269.0;2;1;1;3;6;6;0;0;1;1;1
2020;610;2;657;451.0;1;1;1;1;7;7;0;1;1;0;1
1986;663;3;696;0.0;2;2;1;10;6;5;1;0;1;1;0
2020;474;6;474;413.0;1;1;1;2;7;7;0;1;1;0;1
1999;578;2;602;449.0;2;1;1;1;4;1;0;1;0;0;1
2019;722;3;850;358.0;1;1;1;1;7;7;0;0;0;0;0
1991;346;10;346;445.0;2;1;1;1;7;11;1;0;0;0;0
1984;449;5;449;464.5;2;1;3;4;9;11;0;0;0;0;0
2020;722;1;834;0.0;1;1;1;1;7;7;0;0;1;0;1
2020;541;2;541;358.0;2;1;1;2;7;7;0;0;0;0;0
2020;626;2;729;426.0;2;1;1;1;1;5;0;0;1;0;0
2007;562;2;614;331.0;2;1;1;3;4;7;0;0;1;0;0
1999;485;3;485;0.0;1;1;1;9;9;7;1;1;1;1;1
2020;573;1;642;375.0;1;1;1;1;1;7;0;0;0;0;0
1986;391;8;391;408.0;1;1;1;4;4;2;0;0;0;1;0
1984;479;9;482;0.0;1;2;1;4;4;6;1;0;0;0;1
1995;391;7;391;0.0;1;2;1;8;10;10;1;0;1;1;1
2020;764;1;850;0.0;1;2;1;2;5;5;0;0;0;1;0
2020;807;1;850;437.0;2;1;1;3;1;1;0;0;0;0;1
2020;515;3;520;0.0;2;1;1;1;4;4;0;0;0;0;1
2000;430;7;430;467.0;2;1;2;3;7;5;1;0;1;1;0
2020;785;1;850;415.0;2;1;1;4;5;7;0;0;0;1;1
1985;508;6;508;0.0;1;1;1;3;6;6;1;1;0;0;0
1988;656;3;687;619.0;1;2;1;9;11;11;1;0;1;1;0
2020;599;2;666;457.5;1;2;1;10;4;4;0;0;1;1;0
2020;658;1;750;0.0;2;1;2;1;2;6;0;0;1;0;1
1991;598;4;598;0.0;2;1;1;2;7;8;1;0;0;0;1
2020;611;1;625;393.0;1;1;1;1;4;6;0;0;0;0;0
1984;359;9;359;0.0;1;1;2;10;5;5;0;1;0;1;1
2020;430;4;430;0.0;2;1;1;6;5;1;0;0;0;1;0
2020;510;4;523;0.0;1;1;4;3;5;7;0;0;0;1;0
2020;573;3;590;0.0;1;2;1;1;4;4;0;0;0;1;1
1989;689;3;696;0.0;2;2;1;10;11;11;1;0;0;1;0
1985;506;7;506;559.5;2;1;3;2;6;6;0;0;1;1;0
1989;357;9;362;0.0;1;2;2;5;6;6;1;0;1;1;0
2020;669;2;720;0.0;2;1;1;1;6;6;0;0;0;1;0
1999;546;3;560;0.0;2;2;2;1;4;4;1;1;0;1;1
2020;711;1;797;393.5;2;1;1;1;7;7;0;0;1;0;0
2020;754;1;850;324.0;2;1;1;3;4;1;0;0;0;0;1
1998;616;1;698;470.0;1;1;1;1;7;5;0;0;0;0;1
2020;711;1;825;344.5;2;1;1;9;4;1;0;0;1;0;0
2020;539;2;571;402.0;1;1;1;2;5;7;0;1;1;0;1
1989;458;10;458;447.5;2;1;2;9;4;6;0;1;1;1;0
1993;398;10;410;404.5;2;1;1;2;6;6;0;0;0;0;0
1994;743;2;748;0.0;2;2;1;10;11;11;1;0;1;1;0
2020;521;5;522;477.5;2;1;1;2;6;4;0;0;0;0;0
2020;573;2;605;406.5;2;1;1;3;5;1;0;0;0;0;1
2020;764;1;834;387.5;2;2;1;7;1;1;0;0;1;0;0
2020;647;2;714;0.0;1;1;1;1;7;7;0;0;0;0;1
1991;727;2;806;544.5;2;2;1;7;5;7;1;0;1;1;0
1998;355;7;355;442.5;1;1;1;8;5;5;0;1;1;1;0
2020;722;1;796;410.5;2;1;2;2;7;5;0;0;1;0;0
2020;711;1;826;276.0;2;1;1;9;1;1;0;0;0;0;1
2000;747;1;850;683.5;1;1;1;1;4;4;1;0;1;0;1
2020;407;6;407;0.0;2;1;1;1;7;7;0;0;0;0;0
2020;430;8;443;398.5;2;1;2;2;7;7;0;0;0;0;0
2020;722;1;841;293.0;2;1;2;1;5;5;0;0;0;0;1
2017;368;8;370;359.5;2;1;1;2;5;5;0;0;0;1;1
2020;775;1;850;398.5;2;1;1;4;4;4;0;0;0;0;1
2020;732;1;769;370.0;2;1;2;2;5;7;0;0;0;0;0
2020;573;3;590;0.0;2;1;1;3;4;4;0;0;1;1;1
1986;318;10;318;412.5;2;1;3;5;7;7;1;0;0;1;1
2020;469;4;472;347.5;1;1;1;10;6;6;0;0;1;1;1
1986;334;10;334;531.0;2;1;1;9;6;3;0;0;1;0;0
2020;483;9;483;420.0;2;1;2;1;5;1;0;0;1;0;1
2020;669;1;706;444.0;2;1;1;2;1;1;0;0;1;0;0
2020;594;4;609;352.5;2;1;2;4;4;4;0;0;1;1;0
1986;460;8;466;554.5;1;1;1;5;4;4;1;0;1;1;1
2020;807;1;850;0.0;2;3;1;1;5;5;0;0;0;0;1
1985;581;2;626;475.5;1;1;2;4;7;7;1;0;0;1;0
2020;732;1;756;0.0;2;1;1;1;7;7;0;0;0;1;0
1989;368;9;368;423.5;2;2;1;4;7;7;1;0;0;1;0
2020;626;2;739;396.0;2;1;1;5;5;5;0;0;1;0;1
2020;499;4;506;0.0;2;1;2;1;6;5;0;0;1;0;0
1986;753;1;850;634.5;2;1;1;9;6;6;0;0;0;1;1
2020;785;1;850;342.5;2;1;1;2;7;6;0;0;0;1;0
2020;400;9;409;373.5;2;1;1;2;1;11;0;0;0;0;0
2020;690;1;800;0.0;2;1;1;4;4;1;0;0;0;1;1
2020;658;1;786;420.0;2;1;1;1;1;1;0;0;0;0;0
2020;732;1;850;422.5;1;1;1;1;5;5;0;0;0;0;0
2007;396;5;396;432.0;2;1;1;4;7;1;0;0;0;0;0
2020;647;2;693;393.0;2;1;1;6;5;2;0;0;1;0;1
1986;483;9;483;629.0;2;1;1;6;10;10;1;0;1;0;0
2020;743;1;850;382.0;2;1;1;2;7;7;0;0;0;0;0
1986;414;8;414;455.0;2;1;2;4;6;6;0;0;0;1;0
1985;485;6;485;472.5;2;1;2;2;1;4;0;1;0;0;0
2020;669;1;842;0.0;1;1;1;1;7;7;0;0;0;0;1
1986;329;10;329;468.0;2;2;1;5;1;1;0;0;0;1;0
1986;451;8;458;368.0;1;1;1;5;4;4;1;1;0;1;0
2020;775;1;818;398.0;2;1;1;3;1;1;0;0;1;0;1
1986;555;5;571;0.0;2;2;2;3;6;6;1;0;1;1;0
2020;785;1;850;439.0;2;1;4;8;4;4;0;0;1;0;0
2020;453;2;453;409.0;1;1;1;1;5;5;0;0;0;0;1
2020;679;1;749;342.5;2;2;1;3;5;5;0;0;1;1;0
2020;441;4;474;0.0;2;1;1;3;5;5;0;0;0;0;1
2020;626;3;694;366.5;1;2;1;1;5;5;0;0;0;0;1
2020;384;4;384;0.0;2;1;1;2;5;7;0;0;0;0;1
2020;499;4;499;423.5;2;1;1;1;4;1;0;0;1;1;1
2020;584;2;637;442.0;2;1;1;1;5;7;0;0;0;1;0
2020;506;5;522;0.0;2;1;2;1;7;7;0;0;0;0;0
2020;764;1;850;387.5;2;1;1;5;1;1;0;0;1;1;1
2020;515;5;515;0.0;2;1;1;1;6;6;0;0;0;0;1
1988;387;8;387;396.5;2;1;2;2;5;5;0;0;0;0;0
2020;610;1;714;381.0;1;1;1;1;1;5;0;1;0;0;1
1986;539;6;539;368.0;2;1;1;3;1;5;0;1;0;1;1
2020;817;1;850;473.0;2;1;1;1;1;7;0;0;0;0;1
2020;626;2;655;265.0;1;1;1;1;7;7;0;0;1;0;1
2020;594;1;718;452.5;1;1;1;2;4;4;0;0;0;1;1
2020;483;6;483;0.0;1;1;1;5;4;4;0;0;0;1;0
2020;391;4;430;0.0;1;1;1;1;5;5;0;0;0;0;1
2020;743;1;814;351.5;2;2;1;4;1;2;0;0;1;0;0
2020;647;1;717;0.0;2;1;1;1;4;5;0;0;0;1;1
2020;599;1;639;393.0;2;1;1;4;7;7;0;0;0;0;1
2020;626;1;648;0.0;2;1;1;1;4;4;0;0;1;0;0
2020;690;1;816;0.0;2;1;1;3;1;1;0;0;0;1;1
2020;785;1;850;330.0;2;1;1;2;6;6;0;0;0;0;1
2020;396;5;396;0.0;2;1;1;2;4;6;0;0;0;0;1
2020;743;1;841;452.5;2;1;2;5;4;4;0;0;1;1;0
2020;594;3;620;424.0;2;1;1;8;5;5;0;0;1;0;1
2020;647;2;655;395.5;2;2;1;5;7;7;0;0;0;1;0
2020;754;1;850;487.5;2;1;1;5;1;1;0;0;1;1;1
2010;796;1;833;0.0;1;2;1;1;1;5;1;0;1;0;0
1988;389;9;389;487.0;2;1;1;4;6;6;1;1;0;1;0
2020;690;1;732;345.5;2;1;1;2;7;7;0;0;1;0;1
2020;573;3;612;322.5;1;1;1;5;1;5;0;0;0;0;0
1988;410;9;410;375.0;2;1;1;2;5;5;0;0;0;0;1
2020;525;3;559;351.0;1;1;1;1;5;7;0;1;0;0;1
2020;541;2;547;0.0;1;1;1;1;7;7;0;0;1;0;0
2020;647;1;674;0.0;1;2;1;10;4;6;0;0;1;1;1
2020;476;5;481;364.0;2;1;1;1;7;6;0;0;0;0;1
2020;690;1;708;369.0;2;1;1;8;2;2;0;0;0;0;0
2020;541;1;600;387.0;1;1;1;1;5;5;0;0;0;0;1
2020;605;1;685;413.0;2;1;1;8;1;1;0;0;0;0;1
2020;743;1;850;376.0;2;1;1;1;6;6;0;0;0;0;0
2020;743;1;807;510.0;2;2;2;3;6;6;0;0;0;1;0
2020;817;1;850;0.0;2;1;3;8;5;1;0;0;0;0;0
2020;441;5;442;0.0;1;2;1;9;7;7;0;0;0;1;1
1988;695;2;701;615.5;1;1;1;1;6;6;0;0;1;0;0
2020;764;1;850;380.5;2;3;1;4;4;4;0;0;0;1;0
2020;669;1;702;0.0;2;1;1;3;5;6;0;0;0;1;0
1987;444;7;444;504.5;2;1;1;3;10;10;1;0;1;0;0
2020;704;1;850;335.5;2;1;1;8;5;1;0;1;0;1;0
2020;430;8;436;454.5;2;1;1;1;5;5;0;0;1;0;0
1987;481;6;481;389.5;2;1;1;3;5;5;1;1;0;0;0
2020;743;1;791;360.5;2;1;1;6;7;7;0;0;0;1;1
1992;541;1;588;497.0;1;1;1;6;4;7;1;0;1;1;0
2020;807;1;845;295.5;2;1;1;4;4;4;0;0;1;1;0
2020;492;3;524;353.0;1;1;1;9;7;7;0;0;1;1;0
2020;807;1;850;417.5;2;1;1;4;1;1;0;0;1;1;1
2020;796;1;850;0.0;2;1;1;4;1;1;0;0;1;1;1
2020;616;2;631;0.0;1;1;1;3;4;4;0;0;1;0;0
1987;581;4;587;472.5;2;1;1;4;6;4;1;0;0;1;0
1989;391;9;391;394.5;2;1;1;3;6;1;0;0;0;0;0
1986;426;7;426;0.0;2;1;1;2;6;6;0;0;0;1;0
1988;421;7;421;440.5;2;1;1;2;5;5;0;0;0;1;0
2020;675;3;726;0.0;1;1;1;8;6;6;0;0;0;1;1
2020;722;1;832;0.0;2;1;1;8;5;5;0;0;0;0;1
1988;699;1;759;459.5;2;1;1;9;4;4;1;0;0;1;1
2020;541;3;568;293.5;2;1;3;1;5;5;0;0;0;0;0
1988;462;10;462;0.0;2;2;1;2;5;5;1;1;1;1;0
1987;472;8;472;489.0;2;1;1;9;9;9;1;0;1;0;1
1986;587;6;587;0.0;2;2;1;4;4;6;1;0;1;1;0
1986;603;7;599;663.5;2;1;1;6;6;11;1;0;1;0;0
2020;679;1;738;378.0;2;1;1;7;5;5;0;0;0;1;0
2020;510;5;522;384.5;1;1;3;3;6;6;0;0;1;1;1
1987;433;7;433;778.5;1;2;2;9;4;8;1;0;0;1;0
1989;517;3;561;472.5;1;1;3;1;4;4;1;0;0;0;1
1989;544;3;563;0.0;1;2;1;4;4;6;1;0;0;1;1
1988;341;9;352;0.0;1;1;1;9;9;11;1;0;1;1;1
2020;785;1;850;0.0;2;1;1;8;5;5;0;0;1;0;0
2003;541;2;582;0.0;2;1;1;1;5;7;1;0;0;0;1
2020;616;1;675;387.0;1;1;1;1;1;1;0;0;1;0;1
1988;352;10;352;377.5;1;2;1;10;4;4;1;0;1;1;0
2020;315;6;315;0.0;1;1;1;1;5;5;0;0;0;0;1
2020;679;1;850;301.5;2;2;2;2;1;7;0;0;0;1;0
1990;417;8;417;0.0;2;1;1;5;4;4;0;1;1;0;0
1989;486;8;486;455.0;1;1;1;5;5;5;0;1;1;1;0
2020;625;2;680;349.0;1;1;1;1;7;7;0;1;1;0;1
1987;679;1;712;592.5;2;1;1;1;5;5;0;1;1;0;1
2020;669;2;749;327.5;2;1;1;1;5;7;0;0;1;0;1
2020;616;1;617;364.5;1;1;1;2;5;6;0;0;0;1;1
2020;711;1;850;351.0;2;1;1;1;6;6;0;0;1;1;1
1988;467;5;467;415.5;2;1;1;1;6;4;0;0;0;0;0
1987;472;9;472;669.5;1;1;1;10;6;11;1;0;1;1;0
1989;371;9;371;439.5;1;1;1;1;2;7;1;1;1;0;0
2020;577;2;605;468.0;2;1;1;3;5;5;0;0;0;1;0
2020;817;1;850;280.5;2;1;1;5;4;4;0;0;0;0;0
1988;609;1;701;738.0;1;2;1;10;7;6;1;0;0;1;1
1989;689;1;716;0.0;2;2;1;7;8;7;1;0;1;1;1
2020;594;2;649;351.0;2;1;1;3;4;7;0;0;0;1;0
1987;546;5;493;439.0;2;1;1;7;5;5;0;1;0;0;0
2020;775;1;850;464.5;2;1;1;3;4;4;0;0;0;0;0
1990;732;1;811;0.0;1;1;1;9;7;6;1;0;0;1;0
2020;573;3;592;0.0;2;1;1;1;5;5;0;0;1;0;1
1994;400;9;400;0.0;1;1;1;7;6;6;1;1;0;0;0
2020;384;9;389;301.0;1;2;1;8;8;7;0;0;0;1;0
1989;400;8;400;505.5;2;1;1;1;1;4;0;1;0;1;0
2020;705;1;724;420.0;2;1;1;2;6;6;0;0;1;0;1
2020;584;3;620;0.0;1;1;1;1;7;7;0;0;1;0;1
1989;428;7;428;0.0;1;1;2;7;6;5;1;1;0;1;1
2020;775;1;850;0.0;2;1;1;2;4;5;0;0;1;0;0
2020;690;2;716;0.0;2;2;1;4;4;6;0;0;0;1;0
1988;571;3;588;395.0;2;1;1;2;7;7;0;1;0;1;0
1989;710;3;830;0.0;1;2;1;10;11;12;1;0;1;1;0
2020;679;1;724;0.0;2;1;1;6;7;7;0;0;1;1;0
2020;754;1;850;340.5;2;1;1;4;5;5;0;0;0;0;1
1988;706;2;744;0.0;2;1;1;9;6;11;1;0;1;1;0
1990;467;10;467;482.5;1;1;1;8;4;4;1;0;0;1;1
1987;528;3;539;457.5;1;1;1;1;4;6;1;0;0;0;1
2020;533;4;539;0.0;1;1;1;2;7;7;0;1;1;0;1
1989;538;7;608;817.5;1;2;1;10;4;4;1;0;0;1;1
2020;548;4;562;405.5;2;1;1;1;8;4;0;0;0;0;0
2020;785;1;850;0.0;2;1;1;2;1;1;0;0;0;0;1
1992;684;1;731;454.5;2;1;2;3;5;5;1;0;0;0;1
1988;444;7;451;0.0;2;1;2;8;4;4;1;0;0;1;1
1988;449;8;449;0.0;2;1;1;2;5;4;1;0;1;0;1
2020;722;1;825;318.0;2;1;2;1;5;5;0;0;0;0;1
1999;453;5;453;427.5;1;1;1;10;7;7;0;0;0;0;0
2020;796;1;850;377.0;2;1;2;4;5;5;0;0;0;0;0
2020;605;1;640;0.0;2;1;1;7;6;7;0;0;1;0;1
2020;407;3;407;0.0;1;1;1;1;7;7;0;0;1;0;1
2020;527;6;534;418.5;2;2;2;8;7;7;0;0;1;1;1
2020;754;1;850;352.5;2;1;1;8;5;9;0;0;1;0;1
1989;357;8;373;0.0;2;2;1;9;4;4;1;0;1;1;0
2009;508;5;508;422.0;2;1;1;3;5;5;0;1;1;1;1
2020;605;2;656;401.0;2;1;1;1;1;4;0;0;0;0;1
1989;458;5;458;0.0;2;1;1;5;4;4;0;1;1;1;1
1988;678;2;692;0.0;1;2;1;10;8;11;1;0;1;1;0
2020;690;1;778;339.5;2;2;1;8;6;6;0;0;0;1;1
2020;499;3;509;0.0;2;1;1;3;4;4;0;0;1;0;1
2020;605;4;627;364.5;1;1;1;1;7;7;0;0;0;0;1
1990;403;10;403;462.5;2;1;1;5;9;11;1;0;0;0;0
1988;523;10;523;0.0;2;1;1;10;6;11;1;0;1;0;1
1988;587;3;585;0.0;1;1;1;5;12;6;1;0;1;0;0
2020;626;1;707;0.0;2;1;1;1;4;4;0;0;1;1;0
2020;764;1;847;0.0;2;1;1;3;5;6;0;0;0;0;1
2020;732;1;781;372.0;2;1;1;10;5;7;0;0;0;1;1
2019;476;3;479;255.5;2;1;1;3;1;7;0;0;0;1;1
2020;743;1;850;347.5;2;1;2;8;4;7;0;0;1;1;1
1988;405;8;405;310.5;1;1;1;2;5;5;1;1;1;1;1
2020;637;2;850;366.0;2;1;1;1;5;5;0;0;1;0;1
2020;690;1;722;0.0;2;2;1;8;4;4;0;0;1;1;0
2020;584;4;591;383.5;2;1;1;1;7;1;0;0;0;0;0
2020;569;3;575;341.5;2;1;1;9;4;11;0;0;0;0;0
2020;584;3;663;331.5;1;1;1;1;7;7;0;0;0;0;1
1988;663;2;676;515.0;2;1;2;4;5;6;0;0;0;1;1
1989;549;4;548;0.0;2;2;3;10;5;5;1;0;0;1;0
2020;754;1;850;354.5;2;1;1;1;7;7;0;0;1;0;1
2020;679;1;802;434.0;2;1;1;1;7;5;0;0;0;0;1
2020;589;1;850;370.5;1;1;1;1;7;7;0;1;1;0;1
2020;626;1;681;414.0;1;1;1;6;4;4;0;0;0;1;0
1997;407;7;420;191.5;1;2;1;8;7;7;0;0;1;0;0
1989;635;2;706;718.5;1;1;1;1;4;6;1;0;0;0;0
1996;483;4;506;509.5;2;1;2;3;4;4;0;0;0;0;0
2020;476;4;485;344.5;2;2;1;6;1;5;0;0;0;1;1
2020;732;1;829;293.0;2;2;1;3;7;7;0;0;0;0;0
2020;521;2;621;255.0;2;2;1;1;5;5;0;0;1;1;1
2020;487;5;522;297.0;2;1;1;1;7;7;0;0;0;0;1
1989;613;2;618;610.0;2;1;2;4;4;10;1;0;0;0;0
2020;582;2;640;0.0;1;1;1;1;7;7;0;1;1;0;0
1989;528;7;563;0.0;2;1;3;9;4;4;0;0;1;1;1
1989;760;1;850;566.0;1;1;1;1;5;5;1;0;0;0;0
2020;700;1;791;0.0;2;1;1;1;1;1;0;0;1;0;1
2020;510;5;512;369.0;1;3;1;8;5;1;0;0;0;1;1
2020;675;1;693;477.0;2;3;1;8;7;7;0;0;1;1;0
1995;678;4;683;627.0;1;1;1;8;8;8;0;0;1;0;0
2020;541;3;568;0.0;1;1;1;5;5;5;0;0;1;0;1
1988;706;1;850;424.5;2;2;1;5;4;4;0;0;0;0;1
1991;437;10;437;503.5;2;1;1;1;7;8;1;0;1;0;1
1991;663;2;740;0.0;2;2;1;1;11;11;1;0;0;1;0
1996;513;5;520;469.0;2;1;1;8;9;11;1;0;0;1;1
1987;414;9;414;0.0;2;1;1;3;4;4;1;0;0;0;0
2020;775;1;850;358.0;2;2;1;8;4;8;0;0;0;1;1
2020;384;8;384;440.0;1;2;1;3;7;7;0;0;0;1;1
1994;479;10;482;0.0;2;3;1;6;6;6;1;0;1;1;0
2020;669;1;766;316.0;2;2;1;4;2;2;0;0;0;1;1
1993;460;5;460;483.5;2;1;2;2;5;6;1;0;0;1;0
1987;343;10;350;394.5;1;1;1;5;9;7;1;1;1;0;0
1994;467;4;467;507.5;2;1;1;1;6;6;1;0;1;0;0
1996;570;2;661;0.0;2;1;1;2;6;4;1;0;0;0;0
2020;441;3;441;280.5;1;1;1;1;5;1;0;0;0;0;1
2020;647;1;686;0.0;2;1;1;2;5;5;0;0;0;0;0
2020;373;5;373;323.5;1;1;1;1;7;7;0;0;0;0;1
2020;483;2;509;373.5;2;1;1;3;4;4;0;0;1;0;0
2020;764;1;850;435.0;1;1;1;5;7;7;0;0;1;0;0
1990;460;6;462;522.0;2;3;1;7;1;1;1;0;1;1;1
2020;494;5;503;404.5;2;1;1;6;1;7;0;0;0;0;1
2020;722;1;795;0.0;2;1;1;1;5;5;0;0;1;0;1
2020;499;3;500;452.0;2;1;1;7;5;5;0;0;1;0;0
2020;775;1;842;450.0;2;1;2;2;7;5;0;0;1;0;0
1998;581;6;581;735.5;1;1;1;8;6;11;1;0;1;0;0
2020;611;3;613;0.0;2;1;3;10;7;7;0;0;1;0;1
2020;700;3;725;0.0;2;1;1;2;7;7;0;0;0;0;0
2020;785;1;850;0.0;2;2;1;9;1;1;0;0;1;1;0
2006;453;5;469;552.5;2;1;2;5;5;4;0;0;1;1;1
2020;541;3;555;0.0;2;1;1;2;4;1;0;0;1;0;0
1997;400;8;400;275.5;2;1;1;2;5;5;0;1;1;0;0
1999;449;7;449;0.0;2;1;1;2;7;7;1;0;1;0;1
2020;647;1;686;0.0;2;1;1;1;6;7;0;0;0;0;0
2020;785;1;850;385.5;2;2;2;7;2;7;0;0;0;1;0
2020;562;4;562;522.5;2;1;1;3;6;7;0;0;0;0;0
2020;377;6;377;347.5;1;1;1;1;7;7;0;0;0;0;0
1986;467;4;467;378.0;2;1;1;4;7;6;1;0;0;1;0
1993;479;6;479;0.0;1;1;1;8;6;4;0;0;0;0;1
1998;467;7;469;0.0;1;1;1;10;9;9;1;0;1;1;1
2020;541;2;541;431.5;2;1;1;4;5;5;0;0;1;1;0
2020;626;3;665;0.0;2;1;4;1;1;4;0;0;1;0;1
1991;641;1;800;0.0;2;2;1;10;4;4;1;0;0;1;1
2020;679;1;765;401.0;2;1;1;1;5;5;0;0;0;0;0
2020;616;1;649;374.0;1;1;2;1;7;7;0;0;0;0;1
2020;338;9;338;360.0;1;1;1;1;5;5;0;0;0;0;1
1989;446;6;453;402.0;2;1;2;4;1;4;0;1;0;1;0
1989;412;8;412;481.5;1;1;1;1;6;6;0;1;1;1;1
1989;495;5;495;424.0;1;1;1;9;5;8;0;0;0;1;0
2020;430;6;430;394.0;2;1;2;4;1;4;0;0;0;1;0
1989;444;7;444;447.5;2;2;1;3;6;8;1;0;0;1;0
2020;796;2;850;0.0;2;1;1;3;5;5;0;0;0;0;0
1990;417;10;417;443.0;2;1;1;3;7;7;0;1;0;1;0
2020;700;1;811;0.0;2;1;1;1;7;7;0;0;0;1;1
2020;441;7;441;308.5;2;1;1;2;7;7;0;0;1;1;0
1990;517;6;517;0.0;1;1;2;8;4;4;1;0;0;1;0
1990;449;8;449;383.5;2;1;1;1;5;5;0;0;0;0;0
